Zaman,Tip,Yas Grubu
2026-08-06 10:02:48,Cikis,Bilinmiyor
2026-08-06 10:02:49,Giris,Bilinmiyor
2026-08-06 10:03:01,Cikis,Bilinmiyor
2026-08-06 10:03:02,Giris,Bilinmiyor
2026-08-06 10:03:04,Cikis,Bilinmiyor
2026-08-06 10:03:04,Giris,Bilinmiyor
2026-08-06 10:03:09,Cikis,Bilinmiyor
2026-08-06 10:03:09,Giris,Bilinmiyor
2026-08-06 10:03:09,Cikis,Bilinmiyor
2026-08-06 10:03:21,Giris,Bilinmiyor
2026-08-06 10:03:23,Cikis,Bilinmiyor
2026-08-06 10:03:24,Giris,Bilinmiyor

ÖZET
Toplam Giris,6
Toplam Cikis,6
Cocuk - Giris,0
Cocuk - Cikis,0
Genc - Giris,0
Genc - Cikis,0
Yetiskin - Giris,0
Yetiskin - Cikis,0
Yasli - Giris,0
Yasli - Cikis,0
Bilinmiyor - Giris,6
Bilinmiyor - Cikis,6
