Zaman,Tip,Yas Grubu
2026-08-07 08:37:41,Giris,Yetiskin
2026-08-07 08:37:50,Cikis,Yetiskin
2026-08-07 08:37:54,Giris,Yetiskin
2026-08-07 08:38:02,Cikis,Yetiskin

ÖZET
Toplam Giris,2
Toplam Cikis,2
Cocuk - Giris,0
Cocuk - Cikis,0
Genc - Giris,0
Genc - Cikis,0
Yetiskin - Giris,2
Yetiskin - Cikis,2
Yasli - Giris,0
Yasli - Cikis,0
Bilinmiyor - Giris,0
Bilinmiyor - Cikis,0
