Zaman,Tip,Yas Grubu
2026-08-06 15:35:44,Cikis,Yetiskin
2026-08-06 15:35:51,Giris,Yetiskin
2026-08-06 15:35:54,Cikis,Genc
2026-08-06 15:35:56,Giris,Genc

ÖZET
Toplam Giris,2
Toplam Cikis,2
Cocuk - Giris,0
Cocuk - Cikis,0
Genc - Giris,1
Genc - Cikis,1
Yetiskin - Giris,1
Yetiskin - Cikis,1
Yasli - Giris,0
Yasli - Cikis,0
Bilinmiyor - Giris,0
Bilinmiyor - Cikis,0
